Dialogue_ID,Utterance_ID,Role,Content,Coding
146,10,user,这样啊,Chitchat
146,11,user,那温州近年来GDP水平如何？,Querying
146,12,system,"哈哈这个可有点复杂，自己看看吧
##<link##51356##link>##",Answering
146,13,user,那可以简单总结一下吗？,Querying
146,14,system,呈增长趋势，2018年人均为65055元。,Answering
146,15,user,这样，还挺不错,Chitchat
146,16,user,那温州最近的建设情况如何？,Querying
146,17,system,计划建成3条高速3条国道，市区将打造温州第一湾。,Answering
146,18,user,听起来不错，可以去看看,Chitchat
146,19,user,如果去温州旅游的话有啥景点推荐吗？,Querying
146,20,system,雁荡山、楠溪江、铜铃山、南雁荡山 、百丈漈飞云湖景区、江心屿、洞头望海楼、碗窑古村旅游景区、瑶溪、玉苍山森林公园都值得推荐呢。,Answering
146,21,user,那去那儿旅游有啥好建议吗？,Querying
146,22,system,"为你找到相关的建议：
##<link##51432##link>##
##<link##51436##link>##
##<link##51424##link>##",Answering
146,23,user,好滴,Assessing
146,24,user,谢谢啦,Chitchat
146,25,system,不客气,Chitchat
147,1,user,你好，请问我可以问几个问题？,Chitchat
147,2,system,好的，您随便问。,Chitchat
147,3,user,太好了，你可以帮我查找一下我国的温州吗？,Querying
147,4,system,请问您是想了解温州的天气吗？,Inquiring
147,5,user,不是的。,Elaborating
147,6,user,我想了解一下温州的历史。,Reformulating
147,7,system,您是想要了解温州的历史名人，还是历史文化，还是历史建筑呢？,Inquiring
147,8,user,我查找一些温州历史的名人吧。,Elaborating
147,9,system,"谢灵运 （385——433） 中国山水诗鼻祖，永嘉太守，陈郡阳夏（今河南太康）人，后移居会稽始宁（今浙江上虞）
叶适（1150——1223） 宋代思想家永嘉学派主要代表字正则，号水心温州市区人
刘基（1311——1375） 明朝开国元勋 著名政治家 字伯温，文成南田人
高则诚 卓越的剧作家，南曲之祖，瑞安阁巷镇柏树村人
孙诒让（1848——1908） 朴学大师，字仲容，瑞安城关人
夏承焘（1900——1986） 词学宗师，字瞿禅，温州市区人",Answering
147,10,user,噢，那温州近些年发展的怎么样了？,Querying
147,11,system,温州是浙江四大经济支柱之一，这些年的发展是十分明显的。经济和人民生活水平都有了实实在在的提高。,Answering
147,12,user,啊，那么它的经济状况发展的怎么样啊？有没有具体的报道？,Querying
147,13,system,有的关于目前温州的一些经济发展，您可以看一下下面的链接。##<link##197609##link>##,Answering
147,14,user,好的，那么我想去温州旅游，有相关建议吗？,Querying
147,15,system,请问您是想要了解温州旅游的一些景点吗？,Inquiring
147,16,user,是的是的。,Elaborating
147,17,system,"1、雁荡山
最被人熟知的就是雁荡山，我想这个就不用介绍了。毕竟在电视剧里就有大量的呈现，比如《神雕侠侣》和《琅琊榜》据说均有在此地取景和拍摄。所以你来温州玩，雁荡山回复是必去的。
2、泽雅
泽雅素有温州“西雁荡”的美誉，位于温州市瓯海区泽雅境内，是省级风景名胜区。泽雅是特别好的森林，感觉玩一天能吸氧不少，同时是徒步，爬山，漂流，野炊的好去处。
泽雅的景观以群瀑、碧潭、幽峡、奇岩为特色，有七瀑涧、金坑峡、高山角、泽雅湖、西山、龙溪、崎云、五凤八大景区，230多处名胜景点。
3、楠溪江
楠溪江位于浙江省温州市永嘉县境内，是国家AAAA级旅游区，世界地质公园。楠溪江分为七大景区，有八百多的景点，是不是好吓人。其实就是身为温州人，都不一定全去过。
楠溪江风景名胜区是以清、弯、秀、美的楠溪江为主体，其主要特色是水秀、岩奇、瀑多、村古、滩林美，山水风光与田园情趣相融，是供游览观光、休养度假的理想境地。",Answering
147,18,user,好的，我知道了，非常感谢。,Assessing
147,19,system,不客气，祝您旅途愉快，再见。,Chitchat
148,1,user,你好,Chitchat
148,2,system,您好！,Chitchat
148,3,user,我最近想去澳大利亚旅游，您可以推荐几个旅游胜地吗,Querying
148,4,system,推荐给您昆士兰州大堡礁、悉尼歌剧院、悉尼大桥、澳大利亚艾尔斯岩石、维多利亚大洋路、昆士兰州费沙岛、达尔文卡卡杜国家公园、悉尼邦迪海滩、昆士兰州丹翠雨林、塔斯马尼亚州克雷德尔山这几个著名景点,Answering
148,5,user,名字我认识几个，但我还想知道他的所在地和特色，您可以再为我介绍一下吗？,Querying
148,6,system,"悉尼海上歌剧院是悉尼的标志，世界最豪华的文化建筑之一，位于悉尼港中心，远望如一队破浪远航的船队。
黄金海岸是昆士兰州东南的一处海滨休养地，位于布里斯班以南78公里处，因为有一段绵延长达32公里的金黄色海滩而得名。
大堡礁是澳大利亚东北海岸外一系列珊瑚岛礁的总称，是世界上最大最长的珊瑚礁群，孕育了各式各样的动植物，种类堪称世界之冠，同时也是最为著名的潜水乐园。 ",Answering
148,7,system,您可以在 ##<link##222327##link>## 查看其它胜地详情,Eliciting
148,8,user,好的。,Deciding
148,9,user,那您有什么旅游时的建议吗？,Querying
148,10,system,您可以记得：热门景点提前订票；推荐乘坐火车、巴士等当地公共交通；关于合适的旅行时间，北领地最好的时间就是五月到十月，悉尼和墨尔本则是在十月和三月之间最舒服；前往澳大利亚没有强制接种疫苗，但有羊毛的地方存在风险，世卫组织建议接种甲型肝炎，乙型肝炎，狂犬病，日本脑炎和流感疫苗。,Answering
148,11,user,感谢，非常详尽！,Chitchat
148,12,system,不客气！,Chitchat
148,13,user,可以最后再麻烦一下您，能再推荐一些前往澳大利亚的旅游团吗？,Querying
148,14,system,那么您是在哪里参团或者出发呢？,Inquiring
148,15,user,我想从济南出发,Elaborating
148,16,system,中国国旅（山东）国际旅行社、山东省中国旅行社都有从济南到澳大利亚的旅游团,Answering
148,17,user,您可以再介绍一下价格和时间吗？,Querying
148,18,system,"1. 济南到澳洲旅游-澳大利亚新西兰精华全景12日游【青岛直飞】¥8800起，最近出发日期有09/16、09/23；
2. 济南到澳大利亚旅游 澳大利亚、新西兰、凯恩斯旅游团12日游，¥13200起，天天发团
3. 生态之旅|济南到澳大利亚新西兰12日游【全国免费联运】¥9600起，最近出发日期有09/11、09/14",Answering
148,19,system,刚刚提到的时间点还有更多，并且会不断更新。您可以在 ##<link##222402##link>## 上查看具体信息。,Eliciting
148,20,user,好的好的，非常感激！,Deciding
148,21,system,不用谢，欢迎随时咨询！,Chitchat
149,1,user,你好啊,Chitchat
149,2,system,您好，您有什么问题要问吗？,Chitchat
149,3,user,我想了解一些wow的信息,Querying
149,4,system,您是想知道wow的意思还是它的官网链接呢？,Inquiring
149,5,user,我想要一张wow的地图。,Reformulating
149,6,system,"这是您需要的wow地图链接：
##<link##46080##link>##",Answering
149,7,user,好的很棒,Assessing
149,8,user,还有其他wow的地图吗？,Querying
149,9,system,"这是wow另外一张地图的链接，请查收：
##<link##46092##link>##",Answering
149,10,user,我还想了解一些wow的信息。,Querying
149,11,system,《魔兽世界》是由著名游戏公司暴雪娱乐所制作的第一款网络游戏，属于大型多人在线角色扮演游戏。游戏以该公司出品的即时战略游戏《魔兽争霸》的剧情为历史背景，依托魔兽争霸的历史事件和英雄人物，魔兽世界有着完整的历史背景时间线。 玩家在魔兽世界中冒险、完成任务、新的历险、探索未知的世界、征服怪物等。,Answering
149,12,user,可以给我魔兽世界的攻略的链接吗？,Querying
149,13,system,"这是您需要的魔兽世界攻略的链接：
##<link##51110##link>##",Answering
149,14,user,好的,Assessing
149,15,user,那我在哪可以玩魔兽世界呢,Querying
149,16,system,您是想知道魔兽世界怎么玩还是它的怀旧服在哪玩呢？,Inquiring
149,17,user,我想玩原版的。,Reformulating
149,18,system,"这是魔兽世界中文官方网站，游戏可以在这里下载哦：
##<link##46121##link>##",Answering
149,19,user,知道啦谢谢,Chitchat
150,1,user,你好，请问现在可以咨询吗？,Chitchat
150,2,system,好的，请讲。,Chitchat
150,3,user,请问你知道这边的房地产公司吗？,Querying
150,4,system,请问您是想了解中国房地产50强吗？,Inquiring
150,5,user,不是的。,Elaborating
150,6,user,其实我只想了解一下济南的房地产公司。,Reformulating
150,7,system,好的，我找到了1 山东鲁能亘富开发有限公司 2 山东豪商房地产开发有限公司 3 中国重型汽车集团房地产开发公司 4 山东中齐房地产开发有限公司 5 济南中海房地产有限公司,Answering
150,8,user,可以向我介绍一下第一家吗？,Querying
150,9,system,山东鲁能亘富开发有限公司于2000年10月27日在山东省工商行政管理局登记成立。法定代表人曲勇,Answering
150,10,user,嗯，这样啊，那你有没有它的官网？,Querying
150,11,system,抱歉，我没找到呢。,Answering
150,12,user,哦那好吧。,Assessing
150,13,system,请问还有什么需要帮助的吗？,Checking
150,14,user,我还想了解一下房地产的价格。,Querying
150,15,system,济南07月新房均价 14510 元/m² 环比上月增长 ↑ 0.1% 济南06月新房均价 14495 元/m²,Answering
150,16,user,那么可以为我推荐几家售楼处吗？,Querying
150,17,system,好的，我找到了济南售房的网站供您参考。##<link##132668##link>##,Answering
150,18,user,好的，非常感谢，没有问题。,Assessing
151,1,user,你好，我想咨询一些问题。,Chitchat
151,2,system,好的，请问有什么可以帮你？,Chitchat
151,3,user,请问我国都有哪些矿产？,Querying
151,4,system,钨、锑、稀土、钼、钒和钛等的探明储量居世界首位。煤、铁、铅锌、铜、银、汞、锡、镍、磷灰石、石棉等的储量居世界前列，由于我国矿产资源比较丰富，这里为您提供链接，希望能对您有帮助。##<link##130945##link>##,Answering
151,5,user,嗯，那么山东都有哪些矿产呢？,Querying
151,6,system,"山东省现已发现各类矿产144种,已探明储量的矿产75种,其中能源矿产7种、金属矿产24种、非金属矿产42种、水气矿产2种;已发现但尚未探明储量的矿产69种",Answering
151,7,user,好的，那么请问山东有没有金矿？,Querying
151,8,system,"以招远为代表的胶东一带是山东金矿的主要分布区,莱州招远地区是世界第三大金成矿带。自古以来就是重要的金矿,富集区和产进去,黄金储量和黄金产量居全国首位",Answering
151,9,user,好的，那么请问是开矿价格你了解吗？,Querying
151,10,system,"采每盎司黄金的现金成本对比如下:最高是非洲,为957美元,其次是亚洲,为824美元,成本最低的是北美,为598美元。",Answering
151,11,user,好的，我知道了，谢谢你。,Assessing
151,12,system,请问还有什么可以帮你？,Checking
151,13,user,我还想了解一下关于非法矿产的信息。,Querying
151,14,system,请问您是想了解非法矿产资源罪吗？,Inquiring
151,15,user,是的，麻烦你向我介绍一下。,Elaborating
151,16,system,非法采矿罪，根据《中华人民共和国刑法》第三百四十三条第一款的规定，违反矿产资源法的规定，未取得采矿许可证擅自采矿，擅自进入国家规划矿区、对国民经济具有重要价值的矿区，最高可判七年。,Answering
151,17,user,问有没有一些依法开矿的正确途径呢？,Querying
151,18,system,有的，我找到了一份链接，你可以看一下。##<link##130973##link>##,Answering
151,19,user,好的，谢谢你，我没有问题了。,Assessing
152,1,user,你好啊，我有问题想要问。,Chitchat
152,2,system,好的，请问有什么可以帮你？,Chitchat
152,3,user,有一些关于国家制度的问题。,Querying
152,4,system,请问您是想要了解世界上有几种国家制度吗？,Inquiring
152,5,user,是的。,Elaborating
152,6,system,"资本主义制度：
君主立宪制即首相内阁制如英国，日本等
联邦制即总统议会制如美国，法国等
社会主义制度：
社会主义制如中国，古巴，越南等
此外还有非洲绝大多数地区，上个世纪都进行过民主革命。革命性质有社会主义的，也有资本主义的。很多小部落在保留酋长前提下搞议会，同样酋长现在是个空架子，貌似非洲现在还有酋长制的。部落人数很少很少，生活在丛林里，他们自己高兴，爱咋咋滴，联合国不去管。 ",Answering
152,7,user,那君主立宪制的领导人是什么呢？,Querying
152,8,system,"君主立宪制国家的国家元首是 ( 君主)。 君主立宪制是资产阶级类型国家的一种政体,它是资产阶级国家以君主为国家元首.但君主的权力按宪法规定受不同程度的约束。政府首脑是首相和总理。",Answering
152,9,user,日本是君主立宪制吗？,Querying
152,10,system,"日本的国制(国家的形态)是君主立宪制(立宪君主国)还是共和制(共和国),对此的讨论至今不息。",Answering
152,11,user,哦，那共和制又是什么意思？,Querying
152,12,system,共和制或称共和民主制、民主国或民国（republic），是人类社会的一种政体（和这样统治的国家），君主不是国家的最高首脑。施行共和制的国家通常称作“共和国”。这个词起源自拉丁文res publica，意思是“公民的公共事务”。,Answering
152,13,user,哦，好的，我知道了，谢谢。,Assessing
152,14,system,还有什么可以帮你的吗？,Checking
152,15,user,请问有君主立宪制和共和制之间的对比吗？,Querying
152,16,system,有的。您可以点击下方的链接。##<link##212340##link>##,Answering
152,17,user,哦，好的，谢谢你。,Assessing
152,18,system,不客气，请问还有其他问题？,Checking
152,19,user,我还想了解一下社会主义制度。,Querying
152,20,system,社会主义制度是相对于资本主义制度而言的政治经济制度，其基本要素是实行公有制、实现人民当家做主。,Answering
152,21,user,社会主义制度的领导人怎么称呼？,Querying
152,22,system,"1.人民大众在政治上是国家主人，而在国家行政事务上是被管理者；
2.国家政府官员在国家行政事务管理上是领导者，而在政治上却是为社会主人服务的社会公仆；
比如我国就实行的是国家主席制度。最高领导人是国家主席。",Answering
152,23,user,这个有详细的介绍吗。,Querying
152,24,system,有的您可以点击下方的链接来详细的了解国家主席制度。##<link##212409##link>##,Answering
152,25,user,好的，谢谢你。,Chitchat
152,26,system,不客气，请问还有其他可以帮您的吗？,Checking
152,27,user,我国以前是哪些制度呢？,Querying
152,28,system,请问您是想了解我国的政治制度有哪些吗？,Inquiring
152,29,user,对。我想了解的是历史上的。,Elaborating
152,30,system,我国经历过禅让制、分封制、封建制、君主立宪制等,Answering
152,31,user,封建制度什么时候建立起来的呀？,Querying
152,32,system,是秦朝。秦始皇建立了第一个中央集权的封建制国家。,Answering
152,33,user,好的，我知道了。,Assessing
152,34,system,请问您还有其他问题吗？,Checking
152,35,user,没有了，非常感谢。,Deciding
152,36,system,好的，祝你生活愉快，再见。,Chitchat
153,1,user,在么，急！,Chitchat
153,2,system,在呢，请问有什么事情吗？,Chitchat
153,3,user,我有个朋友得了肺结核，我想了解下我国在治疗肺结核上有什么政策么？,Querying
153,4,system,目前我国对肺结核病人实行的“免费”政策包括：患者或疑似肺结核病患者可以到当地疾病预防控制中心结核病防治门诊，接受X光胸片检查和涂痰片检查等项目规定的免费检查；确诊的肺结核病患者，可免费领取统一方案规定的抗结核药物。在一些省市肺结核病已经纳入新农合特殊病种门诊范畴后，患者在肺结核病专业防治机构检查和辅助治疗时，可在享受国家已有“免费”政策的基础上，享受其他优惠补偿。,Answering
153,5,user,这样的话，正常治疗的话需要花多少钱？,Querying
153,6,system,如果已经确诊是肺结核，应该到结防所或者结核病医院就诊的，这些医疗机构，才是免费治疗肺结核的，治疗结核的药物是免费的，但用的保肝药物是收费的，一般来说，检查费用，加上保肝药物的费用，通常需要数百元的，如果有合并症的时候，费用则会明显升高的。,Answering
153,7,user,那需要做什么项目么？,Querying
153,8,system,对不起，我找不到答案。,Answering
153,9,user,我想问，治疗肺结核需要做什么项目？,Reformulating
153,10,system,对不起，我还是不知道你在问什么。,Inquiring
153,11,user,治疗肺结核需要做什么检查？就是要做检查的项目,Reformulating
153,12,system,对不起，我不知道答案。,Answering
153,13,user,不太行呀你,Assessing
153,14,user,那你给我推荐几个北京的治疗肺结核的医院吧,Querying
153,15,system,在北京的话，主要有三个地方治疗肺结核。一个是通州的结研所，也就是北京胸科医院。一个是海淀区的309医院，是部队医院，有个全军结核病研究中心。还有一个也是在海淀区，似乎叫做老年医院，其实就是北京市传染病医院，条件比较简陋，不推荐。,Answering
153,16,user,好的，我带朋友去北京胸科医院看看，谢谢你,Assessing
153,17,system,不客气。,Chitchat
154,1,user,你好,Chitchat
154,2,system,在的，请讲,Chitchat
154,3,user,我想了解下魔域这款游戏,Querying
154,4,system,请问您是想知道电脑版还是互通版呢？,Inquiring
154,5,user,电脑版,Elaborating
154,6,system,"这是您需要的魔域电脑版官网：
##<link##56989##link>##",Answering
154,7,user,你再给我介绍一下这款游戏吧,Querying
154,8,system,《魔域》讲述魔族入侵亚特大陆的故事，玩家可扮演亚特大陆战士、魔法师、亡灵巫师、异能者、血族、暗黑龙骑等职业，去与人、神两族一起与魔族作斗争，捍卫好亚特大陆的安危。游戏拥有幻兽、宝石等培养元素，还引入了竞技场、军团战等PVP玩法。,Answering
154,9,user,嗯嗯，不错,Assessing
154,10,user,那他的发行时间是什么时候啊,Querying
154,11,system,魔域发行时间：2006年3月17日。,Answering
154,12,user,你给我找一下它的下载链接吧。,Querying
154,13,system,"这是他的下载链接：
##<link##66391##link>##",Answering
154,14,user,还有和他同类型的游戏吗,Querying
154,15,system,为您推荐：天龙八部、蜀门、笑傲江湖。,Answering
154,16,user,天龙八部在哪里下载,Querying
154,17,system,"这是您需要的链接：
##<link##57044##link>##",Answering
154,18,user,好的谢谢啦,Assessing
154,19,system,不客气的。,Chitchat
155,1,user,在不在在不在在不在？,Chitchat
155,2,system,在的在的，怎么啦？,Chitchat
155,3,user,你知道新石器时代壁画么？,Querying
155,4,system,新石器时代，这个时期的“艺术家”们在绘制岩画的时候并没有任何的边界的限制，岩面也并没有作任何的处理，它们的创作是无拘无束的,Answering
155,5,user,看的不是很懂,Chitchat
155,6,user,给我几个图片链接看一下吧,Querying
155,7,system,"好的，这里为你找到几个图片链接，你看看吧~
##<link##126299##link>##
##<link##131007##link>##
##<link##126300##link>##",Answering
155,8,user,好的，我看看,Assessing
155,9,user,你给我介绍一下新石器时代壁画的特点吧,Querying
155,10,system,新石器时代岩画的创作一般使用矿物质颜料涂绘，使用时拌入动物鲜血或皮胶，有时直接用坚硬的石刀刻画和敲凿。岩画的构图也趋于复杂， 所表现的内容也从单个的表象发展成为互相关联并且动感十足的人。,Answering
155,11,user,有点意思，那在哪能参观呢？,Querying
155,12,system,不好意思，这里搜索不到有关“新石器时代壁画在哪参观”的信息哦~,Answering
155,13,system,不如您换个问法问问？,Inquiring
155,14,user,好的，我想知道最近有没有新石器时代壁画的展览会,Reformulating
155,15,system,可以去上海中心展览馆看看呢，,Answering
155,16,user,上海中心展览馆的地址在哪呀,Querying
155,17,system,上海展览中心位于上海市延安中路1000号,Answering
155,18,user,可以怎么过去呢？,Querying
155,19,system,"1. 先到【易初莲花】乘 【世博家园定班】 到【南浦大桥外马路站】  走到【45】路车站（南浦大桥站）到【襄阳北路长乐路站 】再走11分30秒 【路上可以问路人】
2. 乘地铁1号线（莲花路）上车到【常熟路】下车转【49】路（宝庆路淮海中路站）到【延安中路铜仁路】下车，再问路人怎么走",Answering
155,20,user,好的~我知道了,Assessing
155,21,user,另外，你知道新石器时代的人都用什么语言交流么？,Querying
155,22,system,新石器时代的文化艺术萌芽包括语言、记号、文字、绘画、雕塑、音乐、舞蹈等项。,Answering
155,23,user,这不是我想要了解的,Assessing
155,24,user,我想了解的是新石器时代的人是通过什么方式交流的,Reformulating
155,25,system,先民在发音器官尚未完善、语言尚未产生之前，主要靠形体动作来传情达意、交流感情,Answering
155,26,user,好的，我知道了，谢谢,Assessing
155,27,system,不客气，欢迎再来问问题，记得给个五星好评哦,Chitchat
156,1,user,我想知道如何将pdf转为ppt,Querying
156,2,system,可以使用在线转换网站，也可以下载相应的转换器哦,Answering
156,3,user,可以按照难易程度排序推荐几个连接吗？,Querying
156,4,system,"在线转换相对容易些哦 ##<link##27188##link>##
而转换器相对复杂，适合更大的文件哦 ##<link##131286##link>##",Answering
156,5,user,那可以推荐几款将pdf转为ppt的软件嘛？,Querying
156,6,system,Adobe Acrobat Pro DC是最官方、正式的软件哦，此外刚刚提到的迅捷PDF转换器也很不错哦。,Answering
156,7,user,那adobe这个软件的价格怎么样？,Querying
156,8,system,官网上提供的价格：US$449.00‌ 不含税款哦,Answering
156,9,user,那迅捷呢？,Querying
156,10,system,一台电脑一年68元。按照您的需求不同还有不同的套餐可以组合。,Answering
156,11,user,那这两款那个效率高一些呢？,Querying
156,12,system,大家都反馈Adobe Acrobat Pro DC好用哦,Answering
156,13,user,可以再推荐一些将ppt转为pdf或将pdf转为其他格式的工具吗?,Querying
156,14,system,在线转转大师，这款在线的转换器也很好用哦,Answering
156,15,user,可以简单介绍一下这个吗？,Querying
156,16,system,转转大师支持很多功能，支持各种格式之间的转换，转换后保留原来的排版。普通的在线版有文档个数和大小的限制，开通会员支持更多功能哦。,Answering
156,17,user,太好了！谢谢你啊~我去试一试了,Chitchat
157,1,user,小可爱，在吗?,Chitchat
157,2,system,必须在啊,Chitchat
157,3,user,把pdf转为ppt有什么方法？,Querying
157,4,system,使用PDF转换器或使用PDF编辑器,Answering
157,5,user,还有别的方法吗？,Querying
157,6,system,还有就是在网页上转或者下载软件了，你想了解哪一种？,Inquiring
157,7,user,那有什么软件可以将pdf转为ppt?,Elaborating
157,8,system,"1. AnyBizSoft PDF Converter    
2. ImTOO PDF to PowerPoint Converter
3. Solid Converter PDF转换器",Answering
157,9,user,还有吗?,Querying
157,10,system,"ABBYY FineReader OCR识别软件
impo PDF Converter Ultimate转换器",Answering
157,11,user,这两种软件的转换价格都是多少啊？,Querying
157,12,system,为您找的都是免费的，需要我给你推荐收费的吗,Answering
157,13,user,不收费啊，你好贴心。,Chitchat
157,14,user,哪一个效率更高？,Querying
157,15,system,"推荐AnyBizSoft PDF Converter转换器，它界面美观，体积小，操作简单，支持多种格式，支持批量转换,效率最高。",Answering
157,16,user,把ppt转换成pdf有什么好软件吗？,Querying
157,17,system,得力PDF转换器  小牛pdf转换成word转换器   嗨格式PDF转换器   转转大师pdf转换成word转换器   捷速PDF编辑器  ,Answering
157,18,user,你真的是什么都知道耶,Assessing
157,19,user,我去忙了，下次再聊。,Chitchat
157,20,system,拜拜,Chitchat
158,1,user,你好，我想问一些事情。,Chitchat
158,2,system,好的，请问有什么可以帮您的？,Chitchat
158,3,user,我听说有人可以用电话号码来占卜。,Querying
158,4,system,是的，请问您是想要了解电话号码如何算命吗？,Inquiring
158,5,user,有点意思，你来说一下。,Elaborating
158,6,system,"用你的手机号算命(方法及答案) 跟你密不可分的手机号码,原来都有吉凶之分!近日,坊间正流传一条机手""命运方程式"",单凭 你的电话号码最尾四个数字,代入公式最后得到的数字进行查阅，就会得到你的号码，是吉还是凶。",Answering
158,7,user,哦，那是怎样的公式呢？你能不能再详细介绍一下？,Querying
158,8,system,详细的内容，您可以点击下方的链接来查看哦。##<link##196637##link>##,Answering
158,9,user,哦，好的，我知道了，谢谢你。,Assessing
158,10,system,不客气，请问还有其他可以帮你的吗？,Checking
158,11,user,说到占卜除了这种方法之外，还有其他的吗？,Querying
158,12,system,圣叁角占卜法、钻石占卜法、要素展开法、大十字占卜法、吉普赛十字法、二择一占卜法、缘分占卜法、六芒星占卜法、七行星占卜法、珍珠项链法、出生宫位图法、一周运势法。,Answering
158,13,user,哦，居然有这么多呀。,Chitchat
158,14,system,是的，请问这其中的方法，您想了解哪一种呢？,Inquiring
158,15,user,你向我介绍一下六芒星占卜法吧。,Elaborating
158,16,system,"六芒星占卜法是塔罗牌中非常具有代表性的占卜法,它来源于犹太教六芒星符号。如果你想晓知问题发生的来龙去脉,及周围环境对这件事的助益或阻碍之处，就可以使用这种方法哦。",Answering
158,17,user,那他能不能在线占卜呢？,Querying
158,18,system,可以的，您直接点击下方链接，并可以在线进行六芒星占卜。##<link##196698##link>##,Answering
158,19,user,哇，真的是太神奇了。,Chitchat
158,20,system,请问您还想了解其他问题吗？,Checking
158,21,user,占卜应该是属于封建迷信吧。,Chitchat
158,22,system,不完全是哦。比如说周易，是属于我国的中华民族文化瑰宝，不属于封建迷信。,Answering
158,23,user,哦，那有没有因为占卜受到诈骗的案例？,Querying
158,24,system,"有的，近年来,利用网络占卜等诈骗的案件时有发生,很多群众因为警惕性不高、迷信心理过重成为该类诈骗案件的主要侵害对象",Answering
158,25,user,那这个有没有相关的新闻报道呀？,Querying
158,26,system,有的，您可以点击下方的链接来看一下呀。##<link##196750##link>##,Answering
158,27,user,噢，那我们应该怎样做呢？,Querying
158,28,system,首先还需要您提高自己的辨别能力，此外如果发现自己被骗，要及时报警。买了魔法油、魔法饰品、改运水晶、水晶阵、灵气疗愈、萨满治疗、巫术法术等等产品后觉得自己被骗的，不管你是否收到了实物，只要卖家无法证明这些功能是真实存在的，只要合计超过2000元，在刑法上就是诈骗，随时可以起诉他们！,Answering
158,29,user,好的，我知道了，谢谢你。,Assessing
158,30,system,不客气，请问还有其他可以帮你的吗？,Checking
158,31,user,嗯，没有了，暂时先到这里吧。,Deciding
158,32,system,好的，祝您生活愉快，再见。,Chitchat
159,1,user,你好，我想咨询一些问题。,Chitchat
159,2,system,好的，请问有什么可以帮您？,Chitchat
159,3,user,你帮我查找一下苏州轻轨。,Querying
159,4,system,好的，请问您想了解苏州轻轨的线路图吗？,Inquiring
159,5,user,是的，麻烦您把线路图发给我吧。,Elaborating
159,6,system,好的，我找到了苏州地铁轻轨的线路图供您参考。,Answering
159,7,user,好的，谢谢你。,Assessing
159,8,system,请问您还想了解一下苏州轻轨的规划吗？,Eliciting
159,9,user,先不用了吧。,Deciding
159,10,user,苏州还有没有其他合适的出行方式呢？,Querying
159,11,system,有的。您可以回复自驾，如果长途的话，您可以坐长途汽车或者坐公交车，其实网约车也是一种不错的回复。,Answering
159,12,user,好的，我明白了,Assessing
159,13,user,你可以向我介绍一下苏州公交吗？,Querying
159,14,system,苏州城市公交由苏州市城市客运交通管理处统一管理。到2018年10月，苏州已拥有常规公交线路389条，营运车辆4887辆，公共交通机动化分担率达61.5%，轨道交通最高日客运量达125万人次。,Answering
159,15,user,可以给我查询苏州公交路线的网站吗？,Querying
159,16,system,好的，您可以在苏州公交网上查询苏州的公交路线。,Answering
159,17,user,好的，谢谢你，我没有问题了。,Assessing
159,18,system,不客气哦，祝您生活愉快，再见。,Chitchat
160,1,user,你好，我想咨询一些问题。,Chitchat
160,2,system,好的，请问有什么可以帮你？,Chitchat
160,3,user,你可以帮我查找一些中文打印程序吗？,Querying
160,4,system,请问您是想了解一些打印软件吗？,Inquiring
160,5,user,是的。,Elaborating
160,6,system,好的，我找到了这两款软件。C-Lodop云打印服务器官方版、BarTender,Answering
160,7,user,请问第1款软件它的大小是多少呢？,Querying
160,8,system,大概有7个MB。,Answering
160,9,user,还可以，请向我提供下载链接。,Querying
160,10,system,好的，这是您要的链接。##<link##124183##link>##,Answering
160,11,user,这款软件的乱码率高吗？,Querying
160,12,system,抱歉，我没有找到答案。,Answering
160,13,user,好吧没关系，请问哪些地点可以支持中文打印？,Querying
160,14,system,抱歉，我没能明白您的意思，您可以重新表达一下。,Inquiring
160,15,user,请问济南有合适的打印店吗。,Reformulating
160,16,system,有的，我找到了。道克图文(舜泰广场店) 、,Answering
160,17,user,好的，谢谢你，我没有问题。,Assessing
160,18,system,不客气，祝您生活愉快，再见。,Chitchat
161,1,user,想了解下中俄混血相关信息,Querying
161,2,system,请问你是想要了解中俄混血有什么特征还是中俄混血明星呢?,Inquiring
161,3,user,都不是,Elaborating
161,4,user,想要知道中俄混血的大致数量,Reformulating
161,5,system,世界上的混血儿有很多种，但是中俄混血却是其中数目最多的一种，并且中俄混血儿的总数不会低于几十万。,Answering
161,6,user,那有没有主要分布地区呢,Querying
161,7,system,中俄边境、黑龙江、新疆、内蒙古一带、哈尔滨一带等,Answering
161,8,user,这样啊，那可以给我看看中俄混血的图片吗,Querying
161,9,system,"没问题
##<link##79653##link>##",Answering
161,10,user,好美啊，那中俄混血有没有可能有基因缺陷啊,Chitchat
161,11,system,不好意思，貌似没有找到相关内容。,Answering
161,12,user,那中俄混血可能存在其他问题吗,Querying
161,13,system,抱歉也没找到呢,Answering
161,14,user,好吧,Assessing
161,15,user,那给我推荐几个其他混血吧,Querying
161,16,system,中国-印度混血、中国-非洲混血等等,Answering
161,17,user,好的，没问题啦,Assessing
161,18,system,嗯嗯，期待下次再聊,Chitchat
162,1,user,"最近眼镜近视了，想买副隐形眼镜了,rgp隐形眼镜你知道吗",Querying
